Year;VotingSet;AwardedTo;AwardedBy;Points
2021;Final_Jury;Spain;Germany;0
2021;Final_Jury;Spain;Australia;0
2021;Final_Jury;Spain;Finland;0
2021;Final_Jury;Spain;Portugal;0
2021;Final_Jury;Spain;Ukraine;0
2021;Final_Jury;Spain;Iceland;0
2021;Final_Jury;Spain;Romania;0
2021;Final_Jury;Spain;Croatia;0
2021;Final_Jury;Spain;Czech Republic;0
2021;Final_Jury;Spain;Georgia;0
2021;Final_Jury;Spain;Lithuania;0
2021;Final_Jury;Spain;Denmark;0
2021;Final_Jury;Spain;Russia;0
2021;Final_Jury;Spain;France;0
2021;Final_Jury;Spain;Sweden;0
2021;Final_Jury;Spain;Switzerland;0
2021;Final_Jury;Spain;Netherlands;0
2021;Final_Jury;Moldova;Israel;0
2021;Final_Jury;Moldova;Poland;0
2021;Final_Jury;Moldova;San Marino;5
2021;Final_Jury;Moldova;Albania;0
2021;Final_Jury;Moldova;Malta;0
2021;Final_Jury;Moldova;Estonia;0
2021;Final_Jury;Moldova;North Macedonia;0
2021;Final_Jury;Moldova;Azerbaijan;8
2021;Final_Jury;Moldova;Norway;0
2021;Final_Jury;Moldova;Spain;0
2021;Final_Jury;Moldova;Austria;0
2021;Final_Jury;Moldova;United Kingdom;0
2021;Final_Jury;Moldova;Italy;0
2021;Final_Jury;Moldova;Slovenia;0
2021;Final_Jury;Moldova;Greece;10
2021;Final_Jury;Moldova;Latvia;0
2021;Final_Jury;Moldova;Ireland;0
2021;Final_Jury;Moldova;Moldova;NA
2021;Final_Jury;Moldova;Serbia;0
2021;Final_Jury;Moldova;Bulgaria;12
2021;Final_Jury;Moldova;Cyprus;0
2021;Final_Jury;Moldova;Belgium;0
2021;Final_Jury;Moldova;Germany;0
2021;Final_Jury;Moldova;Australia;0
2021;Final_Jury;Moldova;Finland;0
2021;Final_Jury;Moldova;Portugal;0
2021;Final_Jury;Moldova;Ukraine;0
2021;Final_Jury;Moldova;Iceland;0
2021;Final_Jury;Moldova;Romania;6
2021;Final_Jury;Moldova;Croatia;0
2021;Final_Jury;Moldova;Czech Republic;0
2021;Final_Jury;Moldova;Georgia;0
2021;Final_Jury;Moldova;Lithuania;0
2021;Final_Jury;Moldova;Denmark;0
2021;Final_Jury;Moldova;Russia;12
2021;Final_Jury;Moldova;France;0
2021;Final_Jury;Moldova;Sweden;0
2021;Final_Jury;Moldova;Switzerland;0
2021;Final_Jury;Moldova;Netherlands;0
2021;Final_Jury;Germany;Israel;0
2021;Final_Jury;Germany;Poland;0
2021;Final_Jury;Germany;San Marino;0
2021;Final_Jury;Germany;Albania;0
2021;Final_Jury;Germany;Malta;0
2021;Final_Jury;Germany;Estonia;0
2021;Final_Jury;Germany;North Macedonia;0
2021;Final_Jury;Germany;Azerbaijan;0
2021;Final_Jury;Germany;Norway;0
2021;Final_Jury;Germany;Spain;0
2021;Final_Jury;Germany;Austria;2
2021;Final_Jury;Germany;United Kingdom;0
2021;Final_Jury;Germany;Italy;0
2021;Final_Jury;Germany;Slovenia;0
2021;Final_Jury;Germany;Greece;0
2021;Final_Jury;Germany;Latvia;0
2021;Final_Jury;Germany;Ireland;0
2021;Final_Jury;Germany;Moldova;0
2021;Final_Jury;Germany;Serbia;0
2021;Final_Jury;Germany;Bulgaria;0
2021;Final_Jury;Germany;Cyprus;0
2021;Final_Jury;Germany;Belgium;0
2021;Final_Jury;Germany;Germany;NA
2021;Final_Jury;Germany;Australia;0
2021;Final_Jury;Germany;Finland;0
2021;Final_Jury;Germany;Portugal;0
2021;Final_Jury;Germany;Ukraine;0
2021;Final_Jury;Germany;Iceland;0
2021;Final_Jury;Germany;Romania;1
2021;Final_Jury;Germany;Croatia;0
2021;Final_Jury;Germany;Czech Republic;0
2021;Final_Jury;Germany;Georgia;0
2021;Final_Jury;Germany;Lithuania;0
2021;Final_Jury;Germany;Denmark;0
2021;Final_Jury;Germany;Russia;0
2021;Final_Jury;Germany;France;0
2021;Final_Jury;Germany;Sweden;0
2021;Final_Jury;Germany;Switzerland;0
2021;Final_Jury;Germany;Netherlands;0
2021;Final_Jury;Finland;Israel;0
2021;Final_Jury;Finland;Poland;2
2021;Final_Jury;Finland;San Marino;1
2021;Final_Jury;Finland;Albania;3
2021;Final_Jury;Finland;Malta;2
2021;Final_Jury;Finland;Estonia;7
2021;Final_Jury;Finland;North Macedonia;0
2021;Final_Jury;Finland;Azerbaijan;0
2021;Final_Jury;Finland;Norway;0
2021;Final_Jury;Finland;Spain;0
2021;Final_Jury;Finland;Austria;1
2021;Final_Jury;Finland;United Kingdom;4
2021;Final_Jury;Finland;Italy;10
2021;Final_Jury;Finland;Slovenia;4
2021;Final_Jury;Finland;Greece;0
2021;Final_Jury;Finland;Latvia;4
2021;Final_Jury;Finland;Ireland;0
2021;Final_Jury;Finland;Moldova;0
2021;Final_Jury;Finland;Serbia;10
2021;Final_Jury;Finland;Bulgaria;1
2021;Final_Jury;Finland;Cyprus;3
2021;Final_Jury;Finland;Belgium;8
2021;Final_Jury;Finland;Germany;0
2021;Final_Jury;Finland;Australia;0
2021;Final_Jury;Finland;Finland;NA
2021;Final_Jury;Finland;Portugal;0
2021;Final_Jury;Finland;Ukraine;0
2021;Final_Jury;Finland;Iceland;5
2021;Final_Jury;Finland;Romania;8
2021;Final_Jury;Finland;Croatia;0
2021;Final_Jury;Finland;Czech Republic;1
2021;Final_Jury;Finland;Georgia;0
2021;Final_Jury;Finland;Lithuania;0
2021;Final_Jury;Finland;Denmark;8
2021;Final_Jury;Finland;Russia;0
2021;Final_Jury;Finland;France;0
2021;Final_Jury;Finland;Sweden;0
2021;Final_Jury;Finland;Switzerland;1
2021;Final_Jury;Finland;Netherlands;0
2021;Final_Jury;Bulgaria;Israel;1
2021;Final_Jury;Bulgaria;Poland;0
2021;Final_Jury;Bulgaria;San Marino;3
2021;Final_Jury;Bulgaria;Albania;0
2021;Final_Jury;Bulgaria;Malta;0
2021;Final_Jury;Bulgaria;Estonia;6
2021;Final_Jury;Bulgaria;North Macedonia;0
2021;Final_Jury;Bulgaria;Azerbaijan;1
2021;Final_Jury;Bulgaria;Norway;6
2021;Final_Jury;Bulgaria;Spain;4
2021;Final_Jury;Bulgaria;Austria;5
2021;Final_Jury;Bulgaria;United Kingdom;5
2021;Final_Jury;Bulgaria;Italy;0
2021;Final_Jury;Bulgaria;Slovenia;0
2021;Final_Jury;Bulgaria;Greece;8
2021;Final_Jury;Bulgaria;Latvia;5
2021;Final_Jury;Bulgaria;Ireland;1
2021;Final_Jury;Bulgaria;Moldova;12
2021;Final_Jury;Bulgaria;Serbia;6
2021;Final_Jury;Bulgaria;Bulgaria;NA
2021;Final_Jury;Bulgaria;Cyprus;5
2021;Final_Jury;Bulgaria;Belgium;6
2021;Final_Jury;Bulgaria;Germany;0
2021;Final_Jury;Bulgaria;Australia;2
2021;Final_Jury;Bulgaria;Finland;10
2021;Final_Jury;Bulgaria;Portugal;12
2021;Final_Jury;Bulgaria;Ukraine;0
2021;Final_Jury;Bulgaria;Iceland;8
2021;Final_Jury;Bulgaria;Romania;2
2021;Final_Jury;Bulgaria;Croatia;0
2021;Final_Jury;Bulgaria;Czech Republic;4
2021;Final_Jury;Bulgaria;Georgia;4
2021;Final_Jury;Bulgaria;Lithuania;2
2021;Final_Jury;Bulgaria;Denmark;6
2021;Final_Jury;Bulgaria;Russia;6
2021;Final_Jury;Bulgaria;France;0
2021;Final_Jury;Bulgaria;Sweden;0
2021;Final_Jury;Bulgaria;Switzerland;10
2021;Final_Jury;Bulgaria;Netherlands;0
2021;Final_Jury;Lithuania;Israel;10
2021;Final_Jury;Lithuania;Poland;0
2021;Final_Jury;Lithuania;San Marino;6
2021;Final_Jury;Lithuania;Albania;0
2021;Final_Jury;Lithuania;Malta;0
2021;Final_Jury;Lithuania;Estonia;2
2021;Final_Jury;Lithuania;North Macedonia;0
2021;Final_Jury;Lithuania;Azerbaijan;0
2021;Final_Jury;Lithuania;Norway;0
2021;Final_Jury;Lithuania;Spain;2
2021;Final_Jury;Lithuania;Austria;0
2021;Final_Jury;Lithuania;United Kingdom;0
2021;Final_Jury;Lithuania;Italy;12
2021;Final_Jury;Lithuania;Slovenia;0
2021;Final_Jury;Lithuania;Greece;0
2021;Final_Jury;Lithuania;Latvia;6
2021;Final_Jury;Lithuania;Ireland;4
2021;Final_Jury;Lithuania;Moldova;0
2021;Final_Jury;Lithuania;Serbia;0
2021;Final_Jury;Lithuania;Bulgaria;0
2021;Final_Jury;Lithuania;Cyprus;0
2021;Final_Jury;Lithuania;Belgium;0
2021;Final_Jury;Lithuania;Germany;1
2021;Final_Jury;Lithuania;Australia;0
2021;Final_Jury;Lithuania;Finland;3
2021;Final_Jury;Lithuania;Portugal;0
2021;Final_Jury;Lithuania;Ukraine;0
2021;Final_Jury;Lithuania;Iceland;0
2021;Final_Jury;Lithuania;Romania;0
2021;Final_Jury;Lithuania;Croatia;2
2021;Final_Jury;Lithuania;Czech Republic;0
2021;Final_Jury;Lithuania;Georgia;3
2021;Final_Jury;Lithuania;Lithuania;NA
2021;Final_Jury;Lithuania;Denmark;0
2021;Final_Jury;Lithuania;Russia;0
2021;Final_Jury;Lithuania;France;0
2021;Final_Jury;Lithuania;Sweden;0
2021;Final_Jury;Lithuania;Switzerland;4
2021;Final_Jury;Lithuania;Netherlands;0
2021;Final_Jury;Ukraine;Israel;4
2021;Final_Jury;Ukraine;Poland;0
2021;Final_Jury;Ukraine;San Marino;0
2021;Final_Jury;Ukraine;Albania;0
2021;Final_Jury;Ukraine;Malta;5
2021;Final_Jury;Ukraine;Estonia;4
2021;Final_Jury;Ukraine;North Macedonia;0
2021;Final_Jury;Ukraine;Azerbaijan;6
2021;Final_Jury;Ukraine;Norway;3
2021;Final_Jury;Ukraine;Spain;0
2021;Final_Jury;Ukraine;Austria;0
2021;Final_Jury;Ukraine;United Kingdom;0
2021;Final_Jury;Ukraine;Italy;1
2021;Final_Jury;Ukraine;Slovenia;0
2021;Final_Jury;Ukraine;Greece;1
2021;Final_Jury;Ukraine;Latvia;7
2021;Final_Jury;Ukraine;Ireland;6
2021;Final_Jury;Ukraine;Moldova;0
2021;Final_Jury;Ukraine;Serbia;0
2021;Final_Jury;Ukraine;Bulgaria;0
2021;Final_Jury;Ukraine;Cyprus;0
2021;Final_Jury;Ukraine;Belgium;10
2021;Final_Jury;Ukraine;Germany;5
2021;Final_Jury;Ukraine;Australia;5
2021;Final_Jury;Ukraine;Finland;0
2021;Final_Jury;Ukraine;Portugal;2
2021;Final_Jury;Ukraine;Ukraine;NA
2021;Final_Jury;Ukraine;Iceland;3
2021;Final_Jury;Ukraine;Romania;5
2021;Final_Jury;Ukraine;Croatia;0
2021;Final_Jury;Ukraine;Czech Republic;0
2021;Final_Jury;Ukraine;Georgia;7
2021;Final_Jury;Ukraine;Lithuania;12
2021;Final_Jury;Ukraine;Denmark;0
2021;Final_Jury;Ukraine;Russia;0
2021;Final_Jury;Ukraine;France;0
2021;Final_Jury;Ukraine;Sweden;8
2021;Final_Jury;Ukraine;Switzerland;0
2021;Final_Jury;Ukraine;Netherlands;3
2021;Final_Jury;France;Israel;8
2021;Final_Jury;France;Poland;0
2021;Final_Jury;France;San Marino;12
2021;Final_Jury;France;Albania;10
2021;Final_Jury;France;Malta;3
2021;Final_Jury;France;Estonia;10
2021;Final_Jury;France;North Macedonia;7
2021;Final_Jury;France;Azerbaijan;4
2021;Final_Jury;France;Norway;4
2021;Final_Jury;France;Spain;12
2021;Final_Jury;France;Austria;8
2021;Final_Jury;France;United Kingdom;12
2021;Final_Jury;France;Italy;3
2021;Final_Jury;France;Slovenia;2
2021;Final_Jury;France;Greece;5
2021;Final_Jury;France;Latvia;3
2021;Final_Jury;France;Ireland;12
2021;Final_Jury;France;Moldova;4
2021;Final_Jury;France;Serbia;12
2021;Final_Jury;France;Bulgaria;7
2021;Final_Jury;France;Cyprus;7
2021;Final_Jury;France;Belgium;0
2021;Final_Jury;France;Germany;12
2021;Final_Jury;France;Australia;7
2021;Final_Jury;France;Finland;7
2021;Final_Jury;France;Portugal;6
2021;Final_Jury;France;Ukraine;10
2021;Final_Jury;France;Iceland;6
2021;Final_Jury;France;Romania;4
2021;Final_Jury;France;Croatia;6
2021;Final_Jury;France;Czech Republic;10
2021;Final_Jury;France;Georgia;0
2021;Final_Jury;France;Lithuania;5
2021;Final_Jury;France;Denmark;0
2021;Final_Jury;France;Russia;0
2021;Final_Jury;France;France;NA
2021;Final_Jury;France;Sweden;6
2021;Final_Jury;France;Switzerland;12
2021;Final_Jury;France;Netherlands;12
2021;Final_Jury;Azerbaijan;Israel;2
2021;Final_Jury;Azerbaijan;Poland;0
2021;Final_Jury;Azerbaijan;San Marino;0
2021;Final_Jury;Azerbaijan;Albania;2
2021;Final_Jury;Azerbaijan;Malta;0
2021;Final_Jury;Azerbaijan;Estonia;0
2021;Final_Jury;Azerbaijan;North Macedonia;0
2021;Final_Jury;Azerbaijan;Azerbaijan;NA
2021;Final_Jury;Azerbaijan;Norway;0
2021;Final_Jury;Azerbaijan;Spain;0
2021;Final_Jury;Azerbaijan;Austria;0
2021;Final_Jury;Azerbaijan;United Kingdom;0
2021;Final_Jury;Azerbaijan;Italy;0
2021;Final_Jury;Azerbaijan;Slovenia;0
2021;Final_Jury;Azerbaijan;Greece;0
2021;Final_Jury;Azerbaijan;Latvia;0
2021;Final_Jury;Azerbaijan;Ireland;2
2021;Final_Jury;Azerbaijan;Moldova;6
2021;Final_Jury;Azerbaijan;Serbia;0
2021;Final_Jury;Azerbaijan;Bulgaria;0
2021;Final_Jury;Azerbaijan;Cyprus;0
2021;Final_Jury;Azerbaijan;Belgium;0
2021;Final_Jury;Azerbaijan;Germany;0
2021;Final_Jury;Azerbaijan;Australia;0
2021;Final_Jury;Azerbaijan;Finland;0
2021;Final_Jury;Azerbaijan;Portugal;0
2021;Final_Jury;Azerbaijan;Ukraine;3
2021;Final_Jury;Azerbaijan;Iceland;0
2021;Final_Jury;Azerbaijan;Romania;0
2021;Final_Jury;Azerbaijan;Croatia;0
2021;Final_Jury;Azerbaijan;Czech Republic;0
2021;Final_Jury;Azerbaijan;Georgia;5
2021;Final_Jury;Azerbaijan;Lithuania;0
2021;Final_Jury;Azerbaijan;Denmark;0
2021;Final_Jury;Azerbaijan;Russia;8
2021;Final_Jury;Azerbaijan;France;0
2021;Final_Jury;Azerbaijan;Sweden;0
2021;Final_Jury;Azerbaijan;Switzerland;2
2021;Final_Jury;Azerbaijan;Netherlands;2
2021;Final_Jury;Norway;Israel;0
2021;Final_Jury;Norway;Poland;0
2021;Final_Jury;Norway;San Marino;0
2021;Final_Jury;Norway;Albania;0
2021;Final_Jury;Norway;Malta;0
2021;Final_Jury;Norway;Estonia;0
2021;Final_Jury;Norway;North Macedonia;0
2021;Final_Jury;Norway;Azerbaijan;0
2021;Final_Jury;Norway;Norway;NA
2021;Final_Jury;Norway;Spain;0
2021;Final_Jury;Norway;Austria;0
2021;Final_Jury;Norway;United Kingdom;0
2021;Final_Jury;Norway;Italy;2
2021;Final_Jury;Norway;Slovenia;0
2021;Final_Jury;Norway;Greece;0
2021;Final_Jury;Norway;Latvia;0
2021;Final_Jury;Norway;Ireland;7
2021;Final_Jury;Norway;Moldova;0
2021;Final_Jury;Norway;Serbia;0
2021;Final_Jury;Norway;Bulgaria;0
2021;Final_Jury;Norway;Cyprus;0
2021;Final_Jury;Norway;Belgium;0
2021;Final_Jury;Norway;Germany;0
2021;Final_Jury;Norway;Australia;0
2021;Final_Jury;Norway;Finland;0
2021;Final_Jury;Norway;Portugal;0
2021;Final_Jury;Norway;Ukraine;1
2021;Final_Jury;Norway;Iceland;0
2021;Final_Jury;Norway;Romania;0
2021;Final_Jury;Norway;Croatia;0
2021;Final_Jury;Norway;Czech Republic;0
2021;Final_Jury;Norway;Georgia;0
2021;Final_Jury;Norway;Lithuania;0
2021;Final_Jury;Norway;Denmark;3
2021;Final_Jury;Norway;Russia;0
2021;Final_Jury;Norway;France;0
2021;Final_Jury;Norway;Sweden;2
2021;Final_Jury;Norway;Switzerland;0
2021;Final_Jury;Norway;Netherlands;0
2021;Final_Jury;Netherlands;Israel;0
2021;Final_Jury;Netherlands;Poland;0
2021;Final_Jury;Netherlands;San Marino;0
2021;Final_Jury;Netherlands;Albania;0
2021;Final_Jury;Netherlands;Malta;0
2021;Final_Jury;Netherlands;Estonia;0
2021;Final_Jury;Netherlands;North Macedonia;0
2021;Final_Jury;Netherlands;Azerbaijan;0
2021;Final_Jury;Netherlands;Norway;0
2021;Final_Jury;Netherlands;Spain;0
2021;Final_Jury;Netherlands;Austria;3
2021;Final_Jury;Netherlands;United Kingdom;0
2021;Final_Jury;Netherlands;Italy;0
2021;Final_Jury;Netherlands;Slovenia;0
2021;Final_Jury;Netherlands;Greece;0
2021;Final_Jury;Netherlands;Latvia;0
2021;Final_Jury;Netherlands;Ireland;0
2021;Final_Jury;Netherlands;Moldova;0
2021;Final_Jury;Netherlands;Serbia;0
2021;Final_Jury;Netherlands;Bulgaria;2
2021;Final_Jury;Netherlands;Cyprus;0
2021;Final_Jury;Netherlands;Belgium;0
2021;Final_Jury;Netherlands;Germany;0
2021;Final_Jury;Netherlands;Australia;3
2021;Final_Jury;Netherlands;Finland;0
2021;Final_Jury;Netherlands;Portugal;1
2021;Final_Jury;Netherlands;Ukraine;0
2021;Final_Jury;Netherlands;Iceland;0
2021;Final_Jury;Netherlands;Romania;0
2021;Final_Jury;Netherlands;Croatia;0
2021;Final_Jury;Netherlands;Czech Republic;0
2021;Final_Jury;Netherlands;Georgia;2
2021;Final_Jury;Netherlands;Lithuania;0
2021;Final_Jury;Netherlands;Denmark;0
2021;Final_Jury;Netherlands;Russia;0
2021;Final_Jury;Netherlands;France;0
2021;Final_Jury;Netherlands;Sweden;0
2021;Final_Jury;Netherlands;Switzerland;0
2021;Final_Jury;Netherlands;Netherlands;NA
2021;Final_Jury;Italy;Israel;0
2021;Final_Jury;Italy;Poland;5
2021;Final_Jury;Italy;San Marino;10
2021;Final_Jury;Italy;Albania;4
2021;Final_Jury;Italy;Malta;0
2021;Final_Jury;Italy;Estonia;3
2021;Final_Jury;Italy;North Macedonia;10
2021;Final_Jury;Italy;Azerbaijan;0
2021;Final_Jury;Italy;Norway;5
2021;Final_Jury;Italy;Spain;0
2021;Final_Jury;Italy;Austria;6
2021;Final_Jury;Italy;United Kingdom;0
2021;Final_Jury;Italy;Italy;NA
2021;Final_Jury;Italy;Slovenia;12
2021;Final_Jury;Italy;Greece;4
2021;Final_Jury;Italy;Latvia;8
2021;Final_Jury;Italy;Ireland;0
2021;Final_Jury;Italy;Moldova;0
2021;Final_Jury;Italy;Serbia;8
2021;Final_Jury;Italy;Bulgaria;10
2021;Final_Jury;Italy;Cyprus;8
2021;Final_Jury;Italy;Belgium;2
2021;Final_Jury;Italy;Germany;6
2021;Final_Jury;Italy;Australia;6
2021;Final_Jury;Italy;Finland;6
2021;Final_Jury;Italy;Portugal;3
2021;Final_Jury;Italy;Ukraine;12
2021;Final_Jury;Italy;Iceland;7
2021;Final_Jury;Italy;Romania;3
2021;Final_Jury;Italy;Croatia;12
2021;Final_Jury;Italy;Czech Republic;6
2021;Final_Jury;Italy;Georgia;12
2021;Final_Jury;Italy;Lithuania;10
2021;Final_Jury;Italy;Denmark;0
2021;Final_Jury;Italy;Russia;10
2021;Final_Jury;Italy;France;0
2021;Final_Jury;Italy;Sweden;10
2021;Final_Jury;Italy;Switzerland;8
2021;Final_Jury;Italy;Netherlands;0
2021;Final_Jury;Sweden;Israel;0
2021;Final_Jury;Sweden;Poland;0
2021;Final_Jury;Sweden;San Marino;0
2021;Final_Jury;Sweden;Albania;0
2021;Final_Jury;Sweden;Malta;8
2021;Final_Jury;Sweden;Estonia;0
2021;Final_Jury;Sweden;North Macedonia;3
2021;Final_Jury;Sweden;Azerbaijan;5
2021;Final_Jury;Sweden;Norway;10
2021;Final_Jury;Sweden;Spain;0
2021;Final_Jury;Sweden;Austria;0
2021;Final_Jury;Sweden;United Kingdom;0
2021;Final_Jury;Sweden;Italy;0
2021;Final_Jury;Sweden;Slovenia;0
2021;Final_Jury;Sweden;Greece;0
2021;Final_Jury;Sweden;Latvia;0
2021;Final_Jury;Sweden;Ireland;0
2021;Final_Jury;Sweden;Moldova;0
2021;Final_Jury;Sweden;Serbia;4
2021;Final_Jury;Sweden;Bulgaria;0
2021;Final_Jury;Sweden;Cyprus;0
2021;Final_Jury;Sweden;Belgium;4
2021;Final_Jury;Sweden;Germany;4
2021;Final_Jury;Sweden;Australia;0
2021;Final_Jury;Sweden;Finland;5
2021;Final_Jury;Sweden;Portugal;0
2021;Final_Jury;Sweden;Ukraine;0
2021;Final_Jury;Sweden;Iceland;0
2021;Final_Jury;Sweden;Romania;0
2021;Final_Jury;Sweden;Croatia;0
2021;Final_Jury;Sweden;Czech Republic;0
2021;Final_Jury;Sweden;Georgia;0
2021;Final_Jury;Sweden;Lithuania;0
2021;Final_Jury;Sweden;Denmark;2
2021;Final_Jury;Sweden;Russia;0
2021;Final_Jury;Sweden;France;1
2021;Final_Jury;Sweden;Sweden;NA
2021;Final_Jury;Sweden;Switzerland;0
2021;Final_Jury;Sweden;Netherlands;0
2021;Final_Jury;San Marino;Israel;0
2021;Final_Jury;San Marino;Poland;12
2021;Final_Jury;San Marino;San Marino;NA
2021;Final_Jury;San Marino;Albania;5
2021;Final_Jury;San Marino;Malta;1
2021;Final_Jury;San Marino;Estonia;0
2021;Final_Jury;San Marino;North Macedonia;0
2021;Final_Jury;San Marino;Azerbaijan;0
2021;Final_Jury;San Marino;Norway;0
2021;Final_Jury;San Marino;Spain;0
2021;Final_Jury;San Marino;Austria;0
2021;Final_Jury;San Marino;United Kingdom;3
2021;Final_Jury;San Marino;Italy;0
2021;Final_Jury;San Marino;Slovenia;0
2021;Final_Jury;San Marino;Greece;7
2021;Final_Jury;San Marino;Latvia;0
2021;Final_Jury;San Marino;Ireland;0
2021;Final_Jury;San Marino;Moldova;0
2021;Final_Jury;San Marino;Serbia;0
2021;Final_Jury;San Marino;Bulgaria;0
2021;Final_Jury;San Marino;Cyprus;0
2021;Final_Jury;San Marino;Belgium;0
2021;Final_Jury;San Marino;Germany;0
2021;Final_Jury;San Marino;Australia;0
2021;Final_Jury;San Marino;Finland;0
2021;Final_Jury;San Marino;Portugal;0
2021;Final_Jury;San Marino;Ukraine;0
2021;Final_Jury;San Marino;Iceland;0
2021;Final_Jury;San Marino;Romania;0
2021;Final_Jury;San Marino;Croatia;0
2021;Final_Jury;San Marino;Czech Republic;0
2021;Final_Jury;San Marino;Georgia;0
2021;Final_Jury;San Marino;Lithuania;0
2021;Final_Jury;San Marino;Denmark;5
2021;Final_Jury;San Marino;Russia;0
2021;Final_Jury;San Marino;France;4
2021;Final_Jury;San Marino;Sweden;0
2021;Final_Jury;San Marino;Switzerland;0
2021;Final_Jury;San Marino;Netherlands;0
2021;Final_Tele;Cyprus;Israel;0
2021;Final_Tele;Cyprus;Poland;0
2021;Final_Tele;Cyprus;San Marino;8
2021;Final_Tele;Cyprus;Albania;2
2021;Final_Tele;Cyprus;Malta;2
2021;Final_Tele;Cyprus;Estonia;0
2021;Final_Tele;Cyprus;North Macedonia;6
2021;Final_Tele;Cyprus;Azerbaijan;0
2021;Final_Tele;Cyprus;Norway;0
2021;Final_Tele;Cyprus;Spain;0
2021;Final_Tele;Cyprus;Austria;0
2021;Final_Tele;Cyprus;United Kingdom;0
2021;Final_Tele;Cyprus;Italy;0
2021;Final_Tele;Cyprus;Slovenia;0
2021;Final_Tele;Cyprus;Greece;12
2021;Final_Tele;Cyprus;Latvia;0
2021;Final_Tele;Cyprus;Ireland;0
2021;Final_Tele;Cyprus;Moldova;0
2021;Final_Tele;Cyprus;Serbia;2
2021;Final_Tele;Cyprus;Bulgaria;0
2021;Final_Tele;Cyprus;Cyprus;NA
2021;Final_Tele;Cyprus;Belgium;0
2021;Final_Tele;Cyprus;Germany;0
2021;Final_Tele;Cyprus;Australia;0
2021;Final_Tele;Cyprus;Finland;0
2021;Final_Tele;Cyprus;Portugal;0
2021;Final_Tele;Cyprus;Ukraine;0
2021;Final_Tele;Cyprus;Iceland;0
2021;Final_Tele;Cyprus;Romania;0
2021;Final_Tele;Cyprus;Croatia;0
2021;Final_Tele;Cyprus;Czech Republic;0
2021;Final_Tele;Cyprus;Georgia;0
2021;Final_Tele;Cyprus;Lithuania;0
2021;Final_Tele;Cyprus;Denmark;0
2021;Final_Tele;Cyprus;Russia;12
2021;Final_Tele;Cyprus;France;0
2021;Final_Tele;Cyprus;Sweden;0
2021;Final_Tele;Cyprus;Switzerland;0
2021;Final_Tele;Cyprus;Netherlands;0
2021;Final_Tele;Albania;Israel;0
2021;Final_Tele;Albania;Poland;0
2021;Final_Tele;Albania;San Marino;0
2021;Final_Tele;Albania;Albania;NA
2021;Final_Tele;Albania;Malta;0
2021;Final_Tele;Albania;Estonia;0
2021;Final_Tele;Albania;North Macedonia;10
2021;Final_Tele;Albania;Azerbaijan;0
2021;Final_Tele;Albania;Norway;0
2021;Final_Tele;Albania;Spain;0
2021;Final_Tele;Albania;Austria;0
2021;Final_Tele;Albania;United Kingdom;0
2021;Final_Tele;Albania;Italy;10
2021;Final_Tele;Albania;Slovenia;0
2021;Final_Tele;Albania;Greece;7
2021;Final_Tele;Albania;Latvia;0
2021;Final_Tele;Albania;Ireland;0
2021;Final_Tele;Albania;Moldova;0
2021;Final_Tele;Albania;Serbia;0
2021;Final_Tele;Albania;Bulgaria;0
2021;Final_Tele;Albania;Cyprus;0
2021;Final_Tele;Albania;Belgium;0
2021;Final_Tele;Albania;Germany;0
2021;Final_Tele;Albania;Australia;0
2021;Final_Tele;Albania;Finland;0
2021;Final_Tele;Albania;Portugal;0
2021;Final_Tele;Albania;Ukraine;0
2021;Final_Tele;Albania;Iceland;0
2021;Final_Tele;Albania;Romania;0
2021;Final_Tele;Albania;Croatia;1
2021;Final_Tele;Albania;Czech Republic;0
2021;Final_Tele;Albania;Georgia;0
2021;Final_Tele;Albania;Lithuania;0
2021;Final_Tele;Albania;Denmark;0
2021;Final_Tele;Albania;Russia;0
2021;Final_Tele;Albania;France;0
2021;Final_Tele;Albania;Sweden;0
2021;Final_Tele;Albania;Switzerland;7
2021;Final_Tele;Albania;Netherlands;0
2021;Final_Tele;Israel;Israel;NA
2021;Final_Tele;Israel;Poland;0
2021;Final_Tele;Israel;San Marino;0
2021;Final_Tele;Israel;Albania;0
2021;Final_Tele;Israel;Malta;0
2021;Final_Tele;Israel;Estonia;0
2021;Final_Tele;Israel;North Macedonia;0
2021;Final_Tele;Israel;Azerbaijan;12
2021;Final_Tele;Israel;Norway;0
2021;Final_Tele;Israel;Spain;0
2021;Final_Tele;Israel;Austria;0
2021;Final_Tele;Israel;United Kingdom;0
2021;Final_Tele;Israel;Italy;0
2021;Final_Tele;Israel;Slovenia;0
2021;Final_Tele;Israel;Greece;0
2021;Final_Tele;Israel;Latvia;0
2021;Final_Tele;Israel;Ireland;0
2021;Final_Tele;Israel;Moldova;0
2021;Final_Tele;Israel;Serbia;0
2021;Final_Tele;Israel;Bulgaria;0
2021;Final_Tele;Israel;Cyprus;2
2021;Final_Tele;Israel;Belgium;0
2021;Final_Tele;Israel;Germany;0
2021;Final_Tele;Israel;Australia;0
2021;Final_Tele;Israel;Finland;0
2021;Final_Tele;Israel;Portugal;0
2021;Final_Tele;Israel;Ukraine;0
2021;Final_Tele;Israel;Iceland;0
2021;Final_Tele;Israel;Romania;1
2021;Final_Tele;Israel;Croatia;0
2021;Final_Tele;Israel;Czech Republic;0
2021;Final_Tele;Israel;Georgia;0
