Year;VotingSet;AwardedTo;AwardedBy;Points
2018;Final_Tele;Finland;Belgium;0
2018;Final_Tele;Finland;Norway;0
2018;Final_Tele;Finland;France;0
2018;Final_Tele;Finland;Italy;0
2018;Final_Tele;Finland;Australia;4
2018;Final_Tele;Finland;Estonia;10
2018;Final_Tele;Finland;Serbia;0
2018;Final_Tele;Finland;Cyprus;0
2018;Final_Tele;Finland;Armenia;0
2018;Final_Tele;Finland;Bulgaria;0
2018;Final_Tele;Finland;Greece;0
2018;Final_Tele;Finland;Hungary;0
2018;Final_Tele;Finland;Montenegro;0
2018;Final_Tele;Finland;Germany;0
2018;Final_Tele;Finland;Finland;NA
2018;Final_Tele;Finland;Russia;0
2018;Final_Tele;Finland;Switzerland;0
2018;Final_Tele;Finland;Israel;0
2018;Final_Tele;Finland;Poland;0
2018;Final_Tele;Finland;Lithuania;0
2018;Final_Tele;Finland;Slovenia;0
2018;Final_Tele;Finland;Portugal;0
2018;Final_Tele;Bulgaria;Ukraine;0
2018;Final_Tele;Bulgaria;Azerbaijan;1
2018;Final_Tele;Bulgaria;Belarus;1
2018;Final_Tele;Bulgaria;San Marino;0
2018;Final_Tele;Bulgaria;Netherlands;0
2018;Final_Tele;Bulgaria;Macedonia;7
2018;Final_Tele;Bulgaria;Malta;7
2018;Final_Tele;Bulgaria;Georgia;0
2018;Final_Tele;Bulgaria;Spain;5
2018;Final_Tele;Bulgaria;Austria;0
2018;Final_Tele;Bulgaria;Denmark;0
2018;Final_Tele;Bulgaria;United Kingdom;6
2018;Final_Tele;Bulgaria;Sweden;0
2018;Final_Tele;Bulgaria;Latvia;0
2018;Final_Tele;Bulgaria;Albania;6
2018;Final_Tele;Bulgaria;Croatia;1
2018;Final_Tele;Bulgaria;Ireland;0
2018;Final_Tele;Bulgaria;Romania;5
2018;Final_Tele;Bulgaria;Czech Republic;1
2018;Final_Tele;Bulgaria;Iceland;0
2018;Final_Tele;Bulgaria;Moldova;3
2018;Final_Tele;Bulgaria;Belgium;0
2018;Final_Tele;Bulgaria;Norway;0
2018;Final_Tele;Bulgaria;France;0
2018;Final_Tele;Bulgaria;Italy;0
2018;Final_Tele;Bulgaria;Australia;0
2018;Final_Tele;Bulgaria;Estonia;0
2018;Final_Tele;Bulgaria;Serbia;2
2018;Final_Tele;Bulgaria;Cyprus;12
2018;Final_Tele;Bulgaria;Armenia;0
2018;Final_Tele;Bulgaria;Bulgaria;NA
2018;Final_Tele;Bulgaria;Greece;5
2018;Final_Tele;Bulgaria;Hungary;0
2018;Final_Tele;Bulgaria;Montenegro;4
2018;Final_Tele;Bulgaria;Germany;0
2018;Final_Tele;Bulgaria;Finland;0
2018;Final_Tele;Bulgaria;Russia;0
2018;Final_Tele;Bulgaria;Switzerland;0
2018;Final_Tele;Bulgaria;Israel;0
2018;Final_Tele;Bulgaria;Poland;0
2018;Final_Tele;Bulgaria;Lithuania;0
2018;Final_Tele;Bulgaria;Slovenia;0
2018;Final_Tele;Bulgaria;Portugal;0
2018;Final_Tele;Moldova;Ukraine;6
2018;Final_Tele;Moldova;Azerbaijan;4
2018;Final_Tele;Moldova;Belarus;6
2018;Final_Tele;Moldova;San Marino;2
2018;Final_Tele;Moldova;Netherlands;0
2018;Final_Tele;Moldova;Macedonia;1
2018;Final_Tele;Moldova;Malta;0
2018;Final_Tele;Moldova;Georgia;3
2018;Final_Tele;Moldova;Spain;0
2018;Final_Tele;Moldova;Austria;0
2018;Final_Tele;Moldova;Denmark;0
2018;Final_Tele;Moldova;United Kingdom;4
2018;Final_Tele;Moldova;Sweden;0
2018;Final_Tele;Moldova;Latvia;7
2018;Final_Tele;Moldova;Albania;0
2018;Final_Tele;Moldova;Croatia;0
2018;Final_Tele;Moldova;Ireland;1
2018;Final_Tele;Moldova;Romania;12
2018;Final_Tele;Moldova;Czech Republic;6
2018;Final_Tele;Moldova;Iceland;0
2018;Final_Tele;Moldova;Moldova;NA
2018;Final_Tele;Moldova;Belgium;0
2018;Final_Tele;Moldova;Norway;0
2018;Final_Tele;Moldova;France;6
2018;Final_Tele;Moldova;Italy;10
2018;Final_Tele;Moldova;Australia;5
2018;Final_Tele;Moldova;Estonia;1
2018;Final_Tele;Moldova;Serbia;1
2018;Final_Tele;Moldova;Cyprus;0
2018;Final_Tele;Moldova;Armenia;1
2018;Final_Tele;Moldova;Bulgaria;8
2018;Final_Tele;Moldova;Greece;1
2018;Final_Tele;Moldova;Hungary;2
2018;Final_Tele;Moldova;Montenegro;0
2018;Final_Tele;Moldova;Germany;0
2018;Final_Tele;Moldova;Finland;0
2018;Final_Tele;Moldova;Russia;12
2018;Final_Tele;Moldova;Switzerland;0
2018;Final_Tele;Moldova;Israel;10
2018;Final_Tele;Moldova;Poland;0
2018;Final_Tele;Moldova;Lithuania;0
2018;Final_Tele;Moldova;Slovenia;0
2018;Final_Tele;Moldova;Portugal;6
2018;Final_Tele;Sweden;Ukraine;0
2018;Final_Tele;Sweden;Azerbaijan;2
2018;Final_Tele;Sweden;Belarus;0
2018;Final_Tele;Sweden;San Marino;0
2018;Final_Tele;Sweden;Netherlands;0
2018;Final_Tele;Sweden;Macedonia;0
2018;Final_Tele;Sweden;Malta;0
2018;Final_Tele;Sweden;Georgia;0
2018;Final_Tele;Sweden;Spain;0
2018;Final_Tele;Sweden;Austria;0
2018;Final_Tele;Sweden;Denmark;7
2018;Final_Tele;Sweden;United Kingdom;0
2018;Final_Tele;Sweden;Sweden;NA
2018;Final_Tele;Sweden;Latvia;0
2018;Final_Tele;Sweden;Albania;0
2018;Final_Tele;Sweden;Croatia;0
2018;Final_Tele;Sweden;Ireland;0
2018;Final_Tele;Sweden;Romania;0
2018;Final_Tele;Sweden;Czech Republic;0
2018;Final_Tele;Sweden;Iceland;2
2018;Final_Tele;Sweden;Moldova;0
2018;Final_Tele;Sweden;Belgium;0
2018;Final_Tele;Sweden;Norway;3
2018;Final_Tele;Sweden;France;0
2018;Final_Tele;Sweden;Italy;0
2018;Final_Tele;Sweden;Australia;0
2018;Final_Tele;Sweden;Estonia;0
2018;Final_Tele;Sweden;Serbia;0
2018;Final_Tele;Sweden;Cyprus;0
2018;Final_Tele;Sweden;Armenia;0
2018;Final_Tele;Sweden;Bulgaria;0
2018;Final_Tele;Sweden;Greece;0
2018;Final_Tele;Sweden;Hungary;0
2018;Final_Tele;Sweden;Montenegro;2
2018;Final_Tele;Sweden;Germany;0
2018;Final_Tele;Sweden;Finland;0
2018;Final_Tele;Sweden;Russia;1
2018;Final_Tele;Sweden;Switzerland;0
2018;Final_Tele;Sweden;Israel;0
2018;Final_Tele;Sweden;Poland;0
2018;Final_Tele;Sweden;Lithuania;4
2018;Final_Tele;Sweden;Slovenia;0
2018;Final_Tele;Sweden;Portugal;0
2018;Final_Tele;Hungary;Ukraine;1
2018;Final_Tele;Hungary;Azerbaijan;0
2018;Final_Tele;Hungary;Belarus;2
2018;Final_Tele;Hungary;San Marino;0
2018;Final_Tele;Hungary;Netherlands;2
2018;Final_Tele;Hungary;Macedonia;0
2018;Final_Tele;Hungary;Malta;0
2018;Final_Tele;Hungary;Georgia;0
2018;Final_Tele;Hungary;Spain;0
2018;Final_Tele;Hungary;Austria;3
2018;Final_Tele;Hungary;Denmark;0
2018;Final_Tele;Hungary;United Kingdom;0
2018;Final_Tele;Hungary;Sweden;0
2018;Final_Tele;Hungary;Latvia;0
2018;Final_Tele;Hungary;Albania;0
2018;Final_Tele;Hungary;Croatia;0
2018;Final_Tele;Hungary;Ireland;0
2018;Final_Tele;Hungary;Romania;10
2018;Final_Tele;Hungary;Czech Republic;0
2018;Final_Tele;Hungary;Iceland;0
2018;Final_Tele;Hungary;Moldova;2
2018;Final_Tele;Hungary;Belgium;0
2018;Final_Tele;Hungary;Norway;0
2018;Final_Tele;Hungary;France;0
2018;Final_Tele;Hungary;Italy;2
2018;Final_Tele;Hungary;Australia;0
2018;Final_Tele;Hungary;Estonia;3
2018;Final_Tele;Hungary;Serbia;12
2018;Final_Tele;Hungary;Cyprus;0
2018;Final_Tele;Hungary;Armenia;0
2018;Final_Tele;Hungary;Bulgaria;5
2018;Final_Tele;Hungary;Greece;0
2018;Final_Tele;Hungary;Hungary;NA
2018;Final_Tele;Hungary;Montenegro;3
2018;Final_Tele;Hungary;Germany;2
2018;Final_Tele;Hungary;Finland;8
2018;Final_Tele;Hungary;Russia;0
2018;Final_Tele;Hungary;Switzerland;0
2018;Final_Tele;Hungary;Israel;0
2018;Final_Tele;Hungary;Poland;7
2018;Final_Tele;Hungary;Lithuania;0
2018;Final_Tele;Hungary;Slovenia;3
2018;Final_Tele;Hungary;Portugal;0
2018;Final_Tele;Israel;Ukraine;12
2018;Final_Tele;Israel;Azerbaijan;12
2018;Final_Tele;Israel;Belarus;8
2018;Final_Tele;Israel;San Marino;12
2018;Final_Tele;Israel;Netherlands;10
2018;Final_Tele;Israel;Macedonia;3
2018;Final_Tele;Israel;Malta;8
2018;Final_Tele;Israel;Georgia;12
2018;Final_Tele;Israel;Spain;12
2018;Final_Tele;Israel;Austria;7
2018;Final_Tele;Israel;Denmark;0
2018;Final_Tele;Israel;United Kingdom;7
2018;Final_Tele;Israel;Sweden;10
2018;Final_Tele;Israel;Latvia;8
2018;Final_Tele;Israel;Albania;1
2018;Final_Tele;Israel;Croatia;6
2018;Final_Tele;Israel;Ireland;6
2018;Final_Tele;Israel;Romania;8
2018;Final_Tele;Israel;Czech Republic;10
2018;Final_Tele;Israel;Iceland;7
2018;Final_Tele;Israel;Moldova;12
2018;Final_Tele;Israel;Belgium;10
2018;Final_Tele;Israel;Norway;7
2018;Final_Tele;Israel;France;12
2018;Final_Tele;Israel;Italy;7
2018;Final_Tele;Israel;Australia;12
2018;Final_Tele;Israel;Estonia;0
2018;Final_Tele;Israel;Serbia;7
2018;Final_Tele;Israel;Cyprus;10
2018;Final_Tele;Israel;Armenia;10
2018;Final_Tele;Israel;Bulgaria;10
2018;Final_Tele;Israel;Greece;6
2018;Final_Tele;Israel;Hungary;10
2018;Final_Tele;Israel;Montenegro;1
2018;Final_Tele;Israel;Germany;10
2018;Final_Tele;Israel;Finland;7
2018;Final_Tele;Israel;Russia;10
2018;Final_Tele;Israel;Switzerland;5
2018;Final_Tele;Israel;Israel;NA
2018;Final_Tele;Israel;Poland;10
2018;Final_Tele;Israel;Lithuania;1
2018;Final_Tele;Israel;Slovenia;0
2018;Final_Tele;Israel;Portugal;1
2018;Final_Tele;Netherlands;Ukraine;0
2018;Final_Tele;Netherlands;Azerbaijan;0
2018;Final_Tele;Netherlands;Belarus;0
2018;Final_Tele;Netherlands;San Marino;0
2018;Final_Tele;Netherlands;Netherlands;NA
2018;Final_Tele;Netherlands;Macedonia;0
2018;Final_Tele;Netherlands;Malta;0
2018;Final_Tele;Netherlands;Georgia;0
2018;Final_Tele;Netherlands;Spain;0
2018;Final_Tele;Netherlands;Austria;0
2018;Final_Tele;Netherlands;Denmark;5
2018;Final_Tele;Netherlands;United Kingdom;0
2018;Final_Tele;Netherlands;Sweden;1
2018;Final_Tele;Netherlands;Latvia;0
2018;Final_Tele;Netherlands;Albania;0
2018;Final_Tele;Netherlands;Croatia;0
2018;Final_Tele;Netherlands;Ireland;3
2018;Final_Tele;Netherlands;Romania;0
2018;Final_Tele;Netherlands;Czech Republic;0
2018;Final_Tele;Netherlands;Iceland;0
2018;Final_Tele;Netherlands;Moldova;0
2018;Final_Tele;Netherlands;Belgium;12
2018;Final_Tele;Netherlands;Norway;5
2018;Final_Tele;Netherlands;France;0
2018;Final_Tele;Netherlands;Italy;0
2018;Final_Tele;Netherlands;Australia;0
2018;Final_Tele;Netherlands;Estonia;0
2018;Final_Tele;Netherlands;Serbia;0
2018;Final_Tele;Netherlands;Cyprus;0
2018;Final_Tele;Netherlands;Armenia;0
2018;Final_Tele;Netherlands;Bulgaria;0
2018;Final_Tele;Netherlands;Greece;0
2018;Final_Tele;Netherlands;Hungary;4
2018;Final_Tele;Netherlands;Montenegro;0
2018;Final_Tele;Netherlands;Germany;0
2018;Final_Tele;Netherlands;Finland;2
2018;Final_Tele;Netherlands;Russia;0
2018;Final_Tele;Netherlands;Switzerland;0
2018;Final_Tele;Netherlands;Israel;0
2018;Final_Tele;Netherlands;Poland;0
2018;Final_Tele;Netherlands;Lithuania;0
2018;Final_Tele;Netherlands;Slovenia;0
2018;Final_Tele;Netherlands;Portugal;0
2018;Final_Tele;Ireland;Ukraine;0
2018;Final_Tele;Ireland;Azerbaijan;0
2018;Final_Tele;Ireland;Belarus;0
2018;Final_Tele;Ireland;San Marino;3
2018;Final_Tele;Ireland;Netherlands;4
2018;Final_Tele;Ireland;Macedonia;0
2018;Final_Tele;Ireland;Malta;0
2018;Final_Tele;Ireland;Georgia;0
2018;Final_Tele;Ireland;Spain;1
2018;Final_Tele;Ireland;Austria;4
2018;Final_Tele;Ireland;Denmark;4
2018;Final_Tele;Ireland;United Kingdom;10
2018;Final_Tele;Ireland;Sweden;0
2018;Final_Tele;Ireland;Latvia;0
2018;Final_Tele;Ireland;Albania;7
2018;Final_Tele;Ireland;Croatia;0
2018;Final_Tele;Ireland;Ireland;NA
2018;Final_Tele;Ireland;Romania;1
2018;Final_Tele;Ireland;Czech Republic;4
2018;Final_Tele;Ireland;Iceland;0
2018;Final_Tele;Ireland;Moldova;0
2018;Final_Tele;Ireland;Belgium;4
2018;Final_Tele;Ireland;Norway;0
2018;Final_Tele;Ireland;France;0
2018;Final_Tele;Ireland;Italy;0
2018;Final_Tele;Ireland;Australia;8
2018;Final_Tele;Ireland;Estonia;0
2018;Final_Tele;Ireland;Serbia;0
2018;Final_Tele;Ireland;Cyprus;0
2018;Final_Tele;Ireland;Armenia;0
2018;Final_Tele;Ireland;Bulgaria;0
2018;Final_Tele;Ireland;Greece;0
2018;Final_Tele;Ireland;Hungary;0
2018;Final_Tele;Ireland;Montenegro;0
2018;Final_Tele;Ireland;Germany;7
2018;Final_Tele;Ireland;Finland;0
2018;Final_Tele;Ireland;Russia;0
2018;Final_Tele;Ireland;Switzerland;0
2018;Final_Tele;Ireland;Israel;0
2018;Final_Tele;Ireland;Poland;2
2018;Final_Tele;Ireland;Lithuania;0
2018;Final_Tele;Ireland;Slovenia;0
2018;Final_Tele;Ireland;Portugal;3
2018;Final_Tele;Cyprus;Ukraine;4
2018;Final_Tele;Cyprus;Azerbaijan;10
2018;Final_Tele;Cyprus;Belarus;3
2018;Final_Tele;Cyprus;San Marino;7
2018;Final_Tele;Cyprus;Netherlands;5
2018;Final_Tele;Cyprus;Macedonia;8
2018;Final_Tele;Cyprus;Malta;10
2018;Final_Tele;Cyprus;Georgia;10
2018;Final_Tele;Cyprus;Spain;8
2018;Final_Tele;Cyprus;Austria;1
2018;Final_Tele;Cyprus;Denmark;1
2018;Final_Tele;Cyprus;United Kingdom;8
2018;Final_Tele;Cyprus;Sweden;4
2018;Final_Tele;Cyprus;Latvia;1
2018;Final_Tele;Cyprus;Albania;10
2018;Final_Tele;Cyprus;Croatia;8
2018;Final_Tele;Cyprus;Ireland;5
2018;Final_Tele;Cyprus;Romania;7
2018;Final_Tele;Cyprus;Czech Republic;8
2018;Final_Tele;Cyprus;Iceland;1
2018;Final_Tele;Cyprus;Moldova;7
2018;Final_Tele;Cyprus;Belgium;7
2018;Final_Tele;Cyprus;Norway;2
2018;Final_Tele;Cyprus;France;3
2018;Final_Tele;Cyprus;Italy;5
2018;Final_Tele;Cyprus;Australia;7
2018;Final_Tele;Cyprus;Estonia;4
2018;Final_Tele;Cyprus;Serbia;10
2018;Final_Tele;Cyprus;Cyprus;NA
2018;Final_Tele;Cyprus;Armenia;12
2018;Final_Tele;Cyprus;Bulgaria;12
2018;Final_Tele;Cyprus;Greece;12
2018;Final_Tele;Cyprus;Hungary;7
2018;Final_Tele;Cyprus;Montenegro;5
2018;Final_Tele;Cyprus;Germany;6
2018;Final_Tele;Cyprus;Finland;1
2018;Final_Tele;Cyprus;Russia;4
2018;Final_Tele;Cyprus;Switzerland;3
2018;Final_Tele;Cyprus;Israel;2
2018;Final_Tele;Cyprus;Poland;8
2018;Final_Tele;Cyprus;Lithuania;6
2018;Final_Tele;Cyprus;Slovenia;6
2018;Final_Tele;Cyprus;Portugal;5
2018;Final_Tele;Italy;Ukraine;5
2018;Final_Tele;Italy;Azerbaijan;5
2018;Final_Tele;Italy;Belarus;4
2018;Final_Tele;Italy;San Marino;8
2018;Final_Tele;Italy;Netherlands;7
2018;Final_Tele;Italy;Macedonia;6
2018;Final_Tele;Italy;Malta;12
2018;Final_Tele;Italy;Georgia;5
2018;Final_Tele;Italy;Spain;7
2018;Final_Tele;Italy;Austria;10
2018;Final_Tele;Italy;Denmark;0
2018;Final_Tele;Italy;United Kingdom;0
2018;Final_Tele;Italy;Sweden;0
2018;Final_Tele;Italy;Latvia;6
2018;Final_Tele;Italy;Albania;12
2018;Final_Tele;Italy;Croatia;10
2018;Final_Tele;Italy;Ireland;0
2018;Final_Tele;Italy;Romania;6
2018;Final_Tele;Italy;Czech Republic;2
2018;Final_Tele;Italy;Iceland;0
2018;Final_Tele;Italy;Moldova;8
2018;Final_Tele;Italy;Belgium;6
2018;Final_Tele;Italy;Norway;0
2018;Final_Tele;Italy;France;10
2018;Final_Tele;Italy;Italy;NA
2018;Final_Tele;Italy;Australia;0
2018;Final_Tele;Italy;Estonia;7
2018;Final_Tele;Italy;Serbia;6
2018;Final_Tele;Italy;Cyprus;7
2018;Final_Tele;Italy;Armenia;3
2018;Final_Tele;Italy;Bulgaria;6
2018;Final_Tele;Italy;Greece;8
2018;Final_Tele;Italy;Hungary;6
2018;Final_Tele;Italy;Montenegro;8
2018;Final_Tele;Italy;Germany;12
2018;Final_Tele;Italy;Finland;6
2018;Final_Tele;Italy;Russia;6
2018;Final_Tele;Italy;Switzerland;8
2018;Final_Tele;Italy;Israel;5
2018;Final_Tele;Italy;Poland;5
2018;Final_Tele;Italy;Lithuania;7
2018;Final_Tele;Italy;Slovenia;10
2018;Final_Tele;Italy;Portugal;10
2017;SF1_Jury;Sweden;Sweden;NA
2017;SF1_Jury;Sweden;Georgia;8
2017;SF1_Jury;Sweden;Australia;8
2017;SF1_Jury;Sweden;Albania;4
2017;SF1_Jury;Sweden;Belgium;12
2017;SF1_Jury;Sweden;Montenegro;6
2017;SF1_Jury;Sweden;Finland;12
2017;SF1_Jury;Sweden;Azerbaijan;0
2017;SF1_Jury;Sweden;Portugal;5
2017;SF1_Jury;Sweden;Greece;2
2017;SF1_Jury;Sweden;Poland;4
2017;SF1_Jury;Sweden;Moldova;8
2017;SF1_Jury;Sweden;Iceland;8
2017;SF1_Jury;Sweden;Czech Republic;10
2017;SF1_Jury;Sweden;Cyprus;8
2017;SF1_Jury;Sweden;Armenia;5
2017;SF1_Jury;Sweden;Slovenia;7
2017;SF1_Jury;Sweden;Latvia;2
2017;SF1_Jury;Sweden;Italy;10
2017;SF1_Jury;Sweden;Spain;3
2017;SF1_Jury;Sweden;United Kingdom;2
2017;SF1_Jury;Georgia;Sweden;6
2017;SF1_Jury;Georgia;Georgia;NA
2017;SF1_Jury;Georgia;Australia;0
2017;SF1_Jury;Georgia;Albania;1
2017;SF1_Jury;Georgia;Belgium;3
2017;SF1_Jury;Georgia;Montenegro;0
2017;SF1_Jury;Georgia;Finland;3
2017;SF1_Jury;Georgia;Azerbaijan;6
2017;SF1_Jury;Georgia;Portugal;3
2017;SF1_Jury;Georgia;Greece;4
2017;SF1_Jury;Georgia;Poland;10
2017;SF1_Jury;Georgia;Moldova;5
2017;SF1_Jury;Georgia;Iceland;7
2017;SF1_Jury;Georgia;Czech Republic;0
2017;SF1_Jury;Georgia;Cyprus;0
2017;SF1_Jury;Georgia;Armenia;6
2017;SF1_Jury;Georgia;Slovenia;5
2017;SF1_Jury;Georgia;Latvia;0
2017;SF1_Jury;Georgia;Italy;2
2017;SF1_Jury;Georgia;Spain;0
2017;SF1_Jury;Georgia;United Kingdom;1
2017;SF1_Jury;Australia;Sweden;12
2017;SF1_Jury;Australia;Georgia;6
2017;SF1_Jury;Australia;Australia;NA
2017;SF1_Jury;Australia;Albania;5
2017;SF1_Jury;Australia;Belgium;10
2017;SF1_Jury;Australia;Montenegro;3
2017;SF1_Jury;Australia;Finland;8
2017;SF1_Jury;Australia;Azerbaijan;7
2017;SF1_Jury;Australia;Portugal;6
2017;SF1_Jury;Australia;Greece;0
2017;SF1_Jury;Australia;Poland;8
2017;SF1_Jury;Australia;Moldova;6
2017;SF1_Jury;Australia;Iceland;10
2017;SF1_Jury;Australia;Czech Republic;12
2017;SF1_Jury;Australia;Cyprus;7
2017;SF1_Jury;Australia;Armenia;1
2017;SF1_Jury;Australia;Slovenia;12
2017;SF1_Jury;Australia;Latvia;10
2017;SF1_Jury;Australia;Italy;1
2017;SF1_Jury;Australia;Spain;8
2017;SF1_Jury;Australia;United Kingdom;7
2017;SF1_Jury;Albania;Sweden;0
2017;SF1_Jury;Albania;Georgia;0
2017;SF1_Jury;Albania;Australia;0
2017;SF1_Jury;Albania;Albania;NA
2017;SF1_Jury;Albania;Belgium;0
2017;SF1_Jury;Albania;Montenegro;10
2017;SF1_Jury;Albania;Finland;0
2017;SF1_Jury;Albania;Azerbaijan;10
2017;SF1_Jury;Albania;Portugal;0
2017;SF1_Jury;Albania;Greece;10
2017;SF1_Jury;Albania;Poland;0
2017;SF1_Jury;Albania;Moldova;0
2017;SF1_Jury;Albania;Iceland;0
2017;SF1_Jury;Albania;Czech Republic;0
2017;SF1_Jury;Albania;Cyprus;0
2017;SF1_Jury;Albania;Armenia;0
2017;SF1_Jury;Albania;Slovenia;0
2017;SF1_Jury;Albania;Latvia;0
2017;SF1_Jury;Albania;Italy;8
2017;SF1_Jury;Albania;Spain;0
2017;SF1_Jury;Albania;United Kingdom;0
2017;SF1_Jury;Belgium;Sweden;3
2017;SF1_Jury;Belgium;Georgia;0
2017;SF1_Jury;Belgium;Australia;0
2017;SF1_Jury;Belgium;Albania;3
2017;SF1_Jury;Belgium;Belgium;NA
2017;SF1_Jury;Belgium;Montenegro;0
2017;SF1_Jury;Belgium;Finland;0
2017;SF1_Jury;Belgium;Azerbaijan;0
2017;SF1_Jury;Belgium;Portugal;0
2017;SF1_Jury;Belgium;Greece;1
2017;SF1_Jury;Belgium;Poland;7
2017;SF1_Jury;Belgium;Moldova;0
2017;SF1_Jury;Belgium;Iceland;2
2017;SF1_Jury;Belgium;Czech Republic;3
2017;SF1_Jury;Belgium;Cyprus;3
2017;SF1_Jury;Belgium;Armenia;0
2017;SF1_Jury;Belgium;Slovenia;2
2017;SF1_Jury;Belgium;Latvia;5
2017;SF1_Jury;Belgium;Italy;5
2017;SF1_Jury;Belgium;Spain;2
2017;SF1_Jury;Belgium;United Kingdom;4
2017;SF1_Jury;Montenegro;Sweden;0
2017;SF1_Jury;Montenegro;Georgia;0
2017;SF1_Jury;Montenegro;Australia;0
2017;SF1_Jury;Montenegro;Albania;0
2017;SF1_Jury;Montenegro;Belgium;0
2017;SF1_Jury;Montenegro;Montenegro;NA
2017;SF1_Jury;Montenegro;Finland;0
2017;SF1_Jury;Montenegro;Azerbaijan;8
2017;SF1_Jury;Montenegro;Portugal;0
2017;SF1_Jury;Montenegro;Greece;7
2017;SF1_Jury;Montenegro;Poland;0
2017;SF1_Jury;Montenegro;Moldova;0
2017;SF1_Jury;Montenegro;Iceland;0
2017;SF1_Jury;Montenegro;Czech Republic;2
2017;SF1_Jury;Montenegro;Cyprus;0
2017;SF1_Jury;Montenegro;Armenia;0
2017;SF1_Jury;Montenegro;Slovenia;0
2017;SF1_Jury;Montenegro;Latvia;0
2017;SF1_Jury;Montenegro;Italy;0
2017;SF1_Jury;Montenegro;Spain;0
2017;SF1_Jury;Montenegro;United Kingdom;0
2017;SF1_Jury;Finland;Sweden;7
2017;SF1_Jury;Finland;Georgia;0
2017;SF1_Jury;Finland;Australia;7
2017;SF1_Jury;Finland;Albania;0
2017;SF1_Jury;Finland;Belgium;0
2017;SF1_Jury;Finland;Montenegro;0
2017;SF1_Jury;Finland;Finland;NA
2017;SF1_Jury;Finland;Azerbaijan;0
2017;SF1_Jury;Finland;Portugal;7
2017;SF1_Jury;Finland;Greece;0
2017;SF1_Jury;Finland;Poland;1
2017;SF1_Jury;Finland;Moldova;3
2017;SF1_Jury;Finland;Iceland;3
2017;SF1_Jury;Finland;Czech Republic;1
2017;SF1_Jury;Finland;Cyprus;6
2017;SF1_Jury;Finland;Armenia;0
2017;SF1_Jury;Finland;Slovenia;6
2017;SF1_Jury;Finland;Latvia;0
2017;SF1_Jury;Finland;Italy;0
2017;SF1_Jury;Finland;Spain;0
2017;SF1_Jury;Finland;United Kingdom;0
2017;SF1_Jury;Azerbaijan;Sweden;0
2017;SF1_Jury;Azerbaijan;Georgia;10
2017;SF1_Jury;Azerbaijan;Australia;3
2017;SF1_Jury;Azerbaijan;Albania;7
2017;SF1_Jury;Azerbaijan;Belgium;5
2017;SF1_Jury;Azerbaijan;Montenegro;7
2017;SF1_Jury;Azerbaijan;Finland;0
2017;SF1_Jury;Azerbaijan;Azerbaijan;NA
2017;SF1_Jury;Azerbaijan;Portugal;8
2017;SF1_Jury;Azerbaijan;Greece;8
2017;SF1_Jury;Azerbaijan;Poland;0
2017;SF1_Jury;Azerbaijan;Moldova;4
2017;SF1_Jury;Azerbaijan;Iceland;6
2017;SF1_Jury;Azerbaijan;Czech Republic;4
2017;SF1_Jury;Azerbaijan;Cyprus;4
2017;SF1_Jury;Azerbaijan;Armenia;0
2017;SF1_Jury;Azerbaijan;Slovenia;3
2017;SF1_Jury;Azerbaijan;Latvia;1
2017;SF1_Jury;Azerbaijan;Italy;12
2017;SF1_Jury;Azerbaijan;Spain;5
2017;SF1_Jury;Azerbaijan;United Kingdom;0
2017;SF1_Jury;Portugal;Sweden;5
2017;SF1_Jury;Portugal;Georgia;12
2017;SF1_Jury;Portugal;Australia;6
2017;SF1_Jury;Portugal;Albania;6
2017;SF1_Jury;Portugal;Belgium;7
2017;SF1_Jury;Portugal;Montenegro;4
2017;SF1_Jury;Portugal;Finland;10
2017;SF1_Jury;Portugal;Azerbaijan;12
2017;SF1_Jury;Portugal;Portugal;NA
2017;SF1_Jury;Portugal;Greece;5
2017;SF1_Jury;Portugal;Poland;12
2017;SF1_Jury;Portugal;Moldova;12
2017;SF1_Jury;Portugal;Iceland;12
2017;SF1_Jury;Portugal;Czech Republic;7
2017;SF1_Jury;Portugal;Cyprus;10
2017;SF1_Jury;Portugal;Armenia;7
2017;SF1_Jury;Portugal;Slovenia;8
2017;SF1_Jury;Portugal;Latvia;12
2017;SF1_Jury;Portugal;Italy;4
2017;SF1_Jury;Portugal;Spain;12
2017;SF1_Jury;Portugal;United Kingdom;10
2017;SF1_Jury;Greece;Sweden;0
2017;SF1_Jury;Greece;Georgia;0
2017;SF1_Jury;Greece;Australia;1
2017;SF1_Jury;Greece;Albania;8
2017;SF1_Jury;Greece;Belgium;0
2017;SF1_Jury;Greece;Montenegro;12
2017;SF1_Jury;Greece;Finland;0
2017;SF1_Jury;Greece;Azerbaijan;0
2017;SF1_Jury;Greece;Portugal;2
2017;SF1_Jury;Greece;Greece;NA
2017;SF1_Jury;Greece;Poland;2
2017;SF1_Jury;Greece;Moldova;7
2017;SF1_Jury;Greece;Iceland;1
2017;SF1_Jury;Greece;Czech Republic;0
2017;SF1_Jury;Greece;Cyprus;12
2017;SF1_Jury;Greece;Armenia;10
2017;SF1_Jury;Greece;Slovenia;0
2017;SF1_Jury;Greece;Latvia;0
2017;SF1_Jury;Greece;Italy;0
2017;SF1_Jury;Greece;Spain;6
2017;SF1_Jury;Greece;United Kingdom;0
2017;SF1_Jury;Poland;Sweden;0
